Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
338,HM Alternating Side Plank Reach,"""Hold a plank position, alternating bringing each hand to the opposite knee, engaging your core and maintaining straight body alignment.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,0,False,
339,HM Superman Plank,"""Hold a plank position, squeezing abs tight. Lift right arm and left leg off the ground, holding for a brief moment before returning to neutral.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,8,False,
340,HM Table Pose,"""Hold a straight, flat back against the floor, engage abs to support body, and maintain stability for 30-60 seconds.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,10,False,
341,HM Toe Touch,"""Lie on your back, engage core, and lift shoulders off ground. Reach for toes, slowly lowering body while keeping knees bent.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,14,False,
342,HM Right Side Bird-Dog,"""Hold a straight line from head to heels, engage core, and lift right arm and left leg off the ground, holding for 30 seconds before switching sides.""",Stretching,Abdominals,Body Only,Intermediate,5.0,Average,20,False,
343,HM Right Side Crunch,"Lie on your back, hands behind head, lift shoulders and hips off ground, curl up to right side, squeezing abdominals, hold briefly before returning to start.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,16,False,
344,HM Bicycle,"Contract abdominal muscles, lift legs off floor, and pedal as if on a bicycle, focusing on controlled movements to engage obliques.",Strength,Abdominals,Body Only,Intermediate,8.0,Average,8,False,
345,HM Bird-Dog Plank,"""Engage core, lift arms and legs off ground, forming a straight line from head to heels. Hold steady for 30-60 seconds.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,11,False,
346,HM Boat Pose,"Engage core by drawing belly button towards spine, then slowly lower torso, keeping legs straight and body in a straight line from head to heels. Hold for a few seconds before lifting back up.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,10,False,
347,HM Bottoms Up,"Hold a plank position, engage core and slowly lift legs straight up towards ceiling, keeping body in a straight line from head to heels.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,15,False,
348,HM Bridge,"""Hold a bridging position, engage core, and slowly lift hips towards ceiling while squeezing abdominals. Lower back to start, repeating the motion.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,14,False,
349,HM Running Man Crunch,"""Start in a plank position, engage core, then bring one knee up towards chest while maintaining straight arms and legs. Quickly switch legs, mimicking running motion.""",Cardio,Abdominals,Body Only,Intermediate,7.0,Average,10,False,
350,HM Seated Twist,"Sit upright with knees bent and feet flat on floor, twist torso to left, stretching right arm towards left knee; repeat on opposite side.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,7,False,
351,HM Side-Bend Pose,"Hold a side-bending pose, engaging abdominal muscles to maintain form, and hold for 30 seconds, switching sides.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,16,False,
352,HM Side-Plank Arm Wrap,"Hold a side-plank position, engage abdominals. Wrap arm around knee, drawing elbow towards shoulder. Hold for 30 seconds, switch sides.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,5,False,
353,HM Side-Plank with Hip Touch,"""Hold side-plank position, engage core and lift hip towards ceiling, then slowly lower back down. Repeat on other side.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,15,False,
354,HM Side-Plank with Kick,"""Hold a side-plank position with feet hip-width apart and hands on the ground. Lift your top leg towards the ceiling, engaging your core and keeping your body straight.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,13,False,
355,HM Side V-Up,"""Hold a straight line from head to heels, engage abs, and lift right side towards ceiling while keeping legs extended. Hold for 1 second before slowly lowering back down.""",Strength,Abdominals,Body Only,Intermediate,1.0,Average,14,False,
356,HM Crab Crunch,"Start in a plank position, engage core and slowly lift left leg towards chest while rotating torso to bring elbow to knee. Switch sides.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,12,False,
357,HM Cross-Over Crunch,"""Hold a straight line from head to heels, engage abs, lift left shoulder towards right knee while rotating torso. Repeat on other side.""",Strength,Abdominals,Body Only,Intermediate,5.0,Average,4,False,
358,HM Crunch Pulse,"""Hold a plank position, then pulse lower torso towards floor while keeping abs engaged, releasing slowly. Focus on controlled movement and core contraction.""",Strength,Abdominals,Body Only,Intermediate,5.0,Average,10,False,
359,HM Dead Bug,"Lie on back with knees bent and feet flat, slowly lift hips towards ceiling while keeping lower back pressed into floor, focusing on controlled movement of abdominals.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,16,False,
360,HM Single-Leg Inchworm,"From a plank position, lift one leg off the ground and walk your hands forward while keeping your core engaged, then slowly lower yourself back down.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,4,False,
361,HM Floor Jack,"""Engage core, lift legs off floor, and hold for 1-2 seconds. Slowly lower back down without touching feet to ground.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,15,False,
362,HM Floor Wiper,"""Hold a plank position, engage core and slowly lift right leg off floor, keeping knee bent. Hold for 1 second, then lower. Alternate legs.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,16,False,
363,HM Floor Kick,"Lie flat, engage core, and lift right leg towards ceiling, then quickly return to starting position. Repeat on opposite side. Focus on controlled movements and core engagement.",Strength,Abdominals,Body Only,Intermediate,3.0,Average,4,False,
364,HM Sit-Up,"""Hold a neutral spine, engage core, and lift torso off ground, curling up to 90 degrees; pause, then slowly lower back down.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,3,False,
365,HM Slow Mountain Climber,"""Hold a plank position, then bring one knee towards chest and quickly switch to the other leg in a slow, controlled motion. Alternate legs for added core engagement.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,13,False,
366,HM Slow Sit-Up,"""Slowly lift torso off mat, keeping back straight and abs tight, hold for 2 seconds before slowly lowering.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,6,False,
367,HM Half-Up,"""Hold a half-up position, engaging your core and raising your upper body towards the ceiling. Pause, then slowly lower back down.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,19,False,
368,HM Hollow-Body Pulse,"""Hold a hollow-body position, engage core muscles, and pulse abdominal muscles inward while maintaining a steady hold for a controlled contraction.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,18,False,
369,HM Hollow Hold,"""Hold a plank position with straight body, engage abs, and maintain for 30-60 seconds, keeping core muscles active to strengthen abdominals.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,12,False,
370,HM Inchworm,"""Hold a plank position, engage abdominals, then slowly walk hands forward while keeping legs straight, stretching and contracting core muscles.""",Strength,Abdominals,Body Only,Intermediate,1.0,Average,15,False,
371,HM Right Side Hollow Hold with Pulse,"""Engage your core, lift right leg off the ground and hold steady for 30 seconds. Pulse 5-6 times, then slowly return to starting position.""",Strength,Abdominals,Body Only,Intermediate,5.0,Average,0,False,
372,HM Reverse Crunch with Frisbee,"Lie on your back, engage core, and lift hips towards ceiling, squeezing abdominals. Hold for 2 seconds before slowly lowering.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,20,False,
373,HM Left Side Bird-Dog,"""Start on hands and knees, engage core, lift left arm and right leg off ground, hold for a brief moment before lowering back down. Repeat.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,8,False,
374,HM Left Side Crunch,"Lying on your right side, lift left leg and shoulder off ground, engaging abs to crunch up towards chest. Hold briefly, then slowly lower back down.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,20,False,
375,HM Left Side Hollow Hold With Pulse,"""Hold a side plank position on your left, engage core and lift legs towards ceiling. Pulse legs up and down without letting hips dip or sway.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,3,False,
376,HM Reverse Crunch,"""Lie on your back, engage core and lift hips towards knees, squeezing abdominals. Hold briefly then slowly lower.""",Strength,Abdominals,Body Only,Intermediate,1.0,Average,8,False,
377,HM Low Lunge With External Twist And Arm Reach,"""Hold a low lunge position, twisting torso and reaching for opposite hand to engage abdominals, maintaining balance and core strength.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,7,False,
378,HM Mountain Climber,"Start in a plank position, engage core, and bring one knee towards chest while keeping other foot on ground. Alternate legs quickly to simulate mountain climbing.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,0,False,
379,HM Prison Sit-Up,"""Sit on floor with knees bent and feet flat, engage core, lift torso up to 90-degree angle, hold briefly, then slowly lower back down.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,3,False,
380,HM Plank Alternating Hip-Dip,"""Hold a plank position, engaging abdominals. Alternate dipping one hip towards the ground while keeping abs tight, then switch sides.""",Strength,Abdominals,Body Only,Intermediate,1.0,Average,19,False,
381,HM Tuck-Up Get-Up,"""Hold a tucked position, then explosively propel body upwards into a get-up, engaging abdominal muscles to control movement and maintain core stability.""",Strength,Abdominals,Body Only,Intermediate,5.0,Average,5,False,
382,HM Flutter Kick,"""Hold a plank position, engage core and lift right leg towards ceiling in a fluttering motion. Quickly alternate legs for added abdominal challenge.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,12,False,
383,HM Plank,"""Hold a position with hands shoulder-width apart, engaging abdominals to support body; maintain straight line from head to heels for maximum core engagement.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,17,False,
384,McGill Pull-Up,"""Hang from a bar with hands shoulder-width apart, engage core, and pull up by drawing belly button towards spine, squeezing abdominals at top.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,6,False,
385,AM Leg Lift,"The captain's chair leg raise is an exercise that targets the abs and hip flexors. It involves an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Unlike the Captain’s chair knee raise, the legs are straight here.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,0,False,
386,AM Decline Abs,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,15,False,
387,Hanging crunch,"The hanging crunch an abdominal exercise that targets the rectus abdominis or ""six-pack"" muscles. It can be performed hanging from a bar, on a dip station or parallel bars, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulders, you can also perform them hanging with a neutral grip (palms facing one another). It is similar to a hanging knee raise, but with more spinal curling and a more pronounced ""crunch"" at the top.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,9,False,
388,Tyler Holt Hanging Toes-To-Bar,"""Hang from a sturdy bar, lifting legs to engage abdominals. Lift toes towards bar, then slowly lower back down, repeating the motion.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,18,False,
389,Side plank,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,1,False,
390,Bird dog-,"The bird dog is a core exercise designed to help strengthen and stabilize the posterior chain. It involves lifting an opposite-side arm and leg while in a bent-leg tabletop position. It is most commonly performed as part of a dynamic warm-up, or for mobility and muscle activation anytime.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,8,False,
391,Single-leg curl up,"The single-leg curl up is a bodyweight abdominal movement that teaches and reinforces abdominal “bracing” for strength training. It is usually performed along with variations of the bird dog and side plank as the “McGill big three.” The curl up can be performed for time or for reps, with or without pauses at the top position, as part of a warm-up or the core-focused component of any workout.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,2,False,
392,Single-kettlebell windmill,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,10,False,
393,UNS Foam Roll Thigh,"""Lie on back, arms extended overhead. Engage core and lift legs towards ceiling, keeping knees straight. Slowly lower and control descent.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,1,False,
394,UNS Inverted row,"""Hang from a bar, engaging core and keeping legs straight. Slowly lift upper body, squeezing abs at peak, then lower back down.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,8,False,
395,UNS T-spine rotation with reach,"From a standing position, engage abdominals and slowly twist torso to one side, reaching for toes while maintaining straight arms.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,0,False,
396,UNS Quadruped thoracic rotation,"""Hold a quadruped position, engage core and rotate torso to left and right, maintaining straight line from head to heels, targeting abdominal muscles.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,11,False,
397,UNS Pec stretch,"""From a seated position, gently pull your knees towards your chest while keeping your back straight and hold for 30 seconds to stretch the abdominals.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,13,False,
398,UNS Lat stretch,"""Lying on your back, bring knees towards chest and hold for 30 seconds to stretch the abdominal muscles, focusing on latissimus dorsi engagement.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,3,False,
399,UNS Foam Roll,"Lying on your back, engage core and slowly draw knees towards chest, then release. Repeat controlled contractions to target abdominals.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,16,False,
400,UNS Foam Roll Lats,"Lying on your back, engage core and slowly lift upper body using only abdominal muscles, keeping shoulders off floor to target lats.",Strength,Abdominals,Body Only,Intermediate,8.0,Average,12,False,
401,UNS Rocking Adductor Stretch,"""Sit on floor with legs bent and feet flexed, engage abs to stabilize. Slowly rock forward, stretching adductors, then return to starting position.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,14,False,
402,UNS Bird Dog,"""Hold a plank position, lift right arm and left leg off the ground, holding for a brief moment before switching sides, engaging abdominals.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,13,False,
403,UNS Jumping Jack,"""Start in a plank position, explosively jump feet apart while raising arms above head, then quickly return to starting position, engaging core and abdominal muscles.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,1,False,
404,Ab wheel roll-out,The ab wheel roll-out is an exercise targeting the abdominals using an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of the best exercises for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.,Strength,Abdominals,Body Only,Intermediate,8.0,Average,13,False,
405,Bench mountain climber,"The bench mountain climber is a bodyweight exercise that works the core, shoulders, and lower body while burning a lot of calories. Placing the hands on an elevated surface such as a bench decreases the challenge to the shoulders, allowing lifters to focus their work on the other body parts. Mountain climber variations are usually performed at a fast pace for moderate to high reps, such as 8-12 reps per leg or more.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,17,False,
406,Feet-elevated bench side plank,"The feet-elevated bench side plank is an advanced version of the side plank performed with the feet elevated on a bench. It targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but the body angle makes it more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank first.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,7,False,
407,Cross-body sit-up,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,5,False,
408,Decline kayak,"The decline kayak is a core exercise targeting the obliques. It involves making a paddling motion on a decline bench with the feet anchored, using a bar or pipe for weight. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the ab-focused portion of a workout or circuit.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,3,False,
409,30 Decline Reverse Crunch,The decline reverse crunch is a core exercise targeting the lower abdominals.,Strength,Abdominals,Body Only,Intermediate,6.0,Average,13,False,
410,Decline sit-up twist,"The decline sit-up twist is a bodyweight core exercise that targets the obliques, as well as the rectus abdominis or ""six pack"" muscles. Sit-up variations are usually performed for moderate to high reps, such as 10-15 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,8,False,
411,30 Flat Bench Leg Raise,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,4,False,
412,30 Flutter Kick,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,11,False,
413,Chin-up crunch,The chin-up crunch is an exercise targeting the core and overall upper-body strength. It combines a chin-up with a knee raise or crunch to give extra emphasis to the core.,Strength,Abdominals,Body Only,Intermediate,1.0,Average,12,False,
414,30 Gorilla Chin Oblique Crunch,"""Start in a plank position, engage core and lift left foot off the ground. Rotate torso to bring left elbow towards right knee while keeping abs tight. Hold for a brief moment before returning to start.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,1,False,
415,Half Turkish get-up,"The half Turkish get-up is a kettlebell movement that focuses on the first portion of the Turkish get-up exercise. It is often taught as a precursor to the full Turkish get-up, but is also a valuable abdominal and shoulder exercise in its own right. It can be performed for reps or time, either in lower rep ranges for strength or higher rep ranges for technique practice or conditioning.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,8,False,
416,30 Hanging Oblique Crunch,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)",Strength,Abdominals,Body Only,Intermediate,6.0,Average,13,False,
417,30 Hollow-Body Hold,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,2,False,
418,Parallel bars knee raise,"The parallel bars knee raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,6,False,
419,30 Landmine Twist,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,5,False,
420,Parallel bars leg raise,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,9,False,
421,Otis-up-,"The Otis-up is a weighted exercise focusing on the abdominal muscles and the shoulders to a lesser degree. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. It is normally performed on a decline bench holding a weight plate, but can also be performed with a dumbbell, kettlebell, or other weight.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,19,False,
422,30 Shoulder Tap,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,20,False,
423,30 Spider Crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,7,False,
424,Spider crunch,"The spider crunch is a core exercise that begins in a straight-arm plank position and involves raising one knee toward your same-side elbow to target the obliques. It is similar to a mountain climber, but with the knees out wider. It can be performed for time or reps as bodyweight ab training or conditioning.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,7,False,
425,Toe-touch,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,13,False,
426,30 Hanging Toes-To-Bar,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement: strict or swinging, arms completely straight or slightly bent, legs straight or bent, each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,17,False,
427,30 V-Up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,4,False,
428,Cocoon crunch,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,5,False,
429,Bench oblique crunch,"The bench oblique crunch is an exercise that targets the obliques, the muscles running alongside the rectus abdominis. The range of motion is fairly small, but it still does a great job of working these hard-to-isolate muscles. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,17,False,
430,Full moon-,"The full moon is a bodyweight exercise targeting the muscles of the abs. It is similar to a V-up, but with the added challenge of “drawing” a circle shape in the air during each rep. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,10,False,
431,Push-up to side plank,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,4,False,
432,Tyler Holt V-Up,"""Hold a plank position, engage abdominals, and lift legs off ground while keeping body straight. Alternate bringing knees towards chest for added challenge.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,5,False,
433,Tyler Holt Plank,"""Hold a steady position with hands shoulder-width apart, engaging abs to support body weight, maintaining a straight line from head to heels for a challenging abdominal workout.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,12,False,
434,Tyler Holt Hip-Dip,"""Engage your core by drawing your belly button towards your spine, then rapidly dip your hips as low as possible while maintaining control and returning to start.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,18,False,
435,Suicides,"""Start in a plank position, engage core and bring one knee up towards chest, quickly switch to other leg. Repeat, alternating legs for 30 seconds.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,2,True,
436,Holman Towel Straight Plank Jack,"""Hold a plank position, then jump feet between hands while keeping core engaged and lower back straight. Quickly return to plank.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,18,False,
437,Holman Towel Hill Climber,"""Hold towel taut between hands, engage core, and explosively lift feet off floor, holding for a brief moment before controlled descent.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,11,False,
438,Holman Towel Elbow Plank Jack,"""Hold a plank position with arms and legs straight, then quickly jack your feet to one side while keeping core engaged, and return to the starting position. Repeat.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,14,False,
439,Holman Towel Elbow Plank Pike,"Hold a plank position, engage abdominals, and lift right elbow towards shoulders while keeping left arm straight, then switch sides.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,0,False,
440,Holman Towel Straight Plank Hand Reach,"""Start in a plank position, engage core and hold straight. Slowly reach for towel held by partner, stretching abs and maintaining form.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,20,False,
441,Holman Towel Wax-On Wax-Off,"""Hold a towel between your knees, engage core and lift legs off ground. Alternate legs in a figure-eight pattern, keeping core tight and abs contracting.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,10,False,
442,Holman Towel Wide Hill Climber,"Hold a towel wide stance, engage core, and slowly climb into plank position, keeping abs tight. Lower and repeat for control.",Strength,Abdominals,Body Only,Intermediate,8.0,Average,2,False,
443,Holman Towel Dirty Dog,"""Hold a dirty dog position, engaging abdominals to maintain plank shape. Slowly lower and raise torso, targeting obliques and abs.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,9,False,
444,Holman Straight Plank Shoulder Tap,"""Start in a plank position, engage abdominals. Lift opposite arm and tap shoulder. Quickly switch arms, maintaining straight body and core control.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,17,False,
445,Holman Killer Abs,"""Hold a plank position, engage core, and lift legs off ground. Alternate bringing knees to chest while maintaining straight back and shoulders.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,0,False,
446,Holman Straight Plank Split Jack,"""Start in a plank position, then jump feet apart to split stance. Lower body towards ground, engaging abs and keeping core tight. Quickly return to plank.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,12,False,
447,Holman Elbow Plank Swim,"Hold a plank position while simultaneously swimming your arms, engaging your core and maintaining a straight line from head to heels.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,7,False,
448,Holman Elbow Plank Saw,"Hold a plank position, engage abs, and slowly draw knees towards chest while keeping back straight.",Strength,Abdominals,Body Only,Intermediate,3.0,Average,4,False,
449,Holman Feet-Elevated Straight Plank Toe-Tap Series,"""Hold a plank position with feet elevated, engage core and alternate tapping toes to ground, maintaining straight line from head to heels.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,18,False,
450,Holman Elbow Plank Pike Pull,"From a plank position, engage core and lift right leg off ground, keeping knee bent. Slowly pull right leg towards chest, then return to starting position. Repeat on other side.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,14,False,
451,Holman Hand-Elevated Walk-Over Push-Up,"""Start in a plank position, elevate hands off ground, and slowly walk feet forward while keeping core engaged to target abdominals.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,7,False,
452,Holman Hands-Elevated Hill Climber,"""Hold a plank position, elevate hands and feet off the ground. Engage abs to lift upper body towards legs, then slowly lower back down.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,5,False,
453,Holman Seated Pike,"""Hold a seated position, engage core and lift legs straight up, keeping knees bent. Lower slowly, then return to start.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,9,False,
454,Holman Feet-Elevated Up-Down Plank,"""Start in a plank position with feet elevated, engage core and slowly lower body until head nearly touches floor. Pause, then return to starting position.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,14,False,
455,Holman Feet-Elevated Hand Tap,"""Lift legs feet-elevated, engage abdominals to stabilize. Quickly tap hands on ground, focus on core activation and controlled movement.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,13,False,
456,Holman Reverse Straight Plank with Alternating Heel Pull-In,"From a reverse plank position, pull one heel towards glutes while maintaining straight line from head to heels, alternating legs and engaging core muscles.",Strength,Abdominals,Body Only,Intermediate,8.0,Average,5,False,
457,Holman Elbow Plank,"""Hold a plank position with forearms parallel to ground, elbows bent at 90 degrees, and engage core. Maintain straight line from head to heels for desired duration.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,11,False,
458,Holman Straight Plank Squat Thrust,"""Hold a plank position, then squat and swing your arms to lift torso into straight line from head to heels, engaging abdominals.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,3,False,
